"name","title","description","updated"
"37360ned","Levensverwachting; geslacht, leeftijd (per jaar en periode van vijf jaren) ","Sterftequotiënt, levenden, overledenen, aantal te verwachten levensjaren
naar geslacht en leeftijd","2016-05-30T02:00:00"
"80333ned","Levensverwachting; geslacht, geboortegeneratie","Generatie-overlevingstafels, waarneming en prognose
Geslacht, leeftijd, sterftekans en levensverwachting per generatie","2015-12-18T05:30:00"
"70701ned","Overlevingskansen; geslacht, leeftijd","Overlevingskansen naar
geslacht en leeftijd","2016-04-08T02:00:00"
"81734NED","Tussen gemeenten verhuisde personen","Verhuisde personen van gemeente
naar gemeente","2015-10-26T02:00:00"
"81333ned","Verhuisde personen tussen gemeenten, 2010","Verhuisde personen van gemeente
naar gemeente","2011-10-06T02:00:00"
"80525ned","Verhuisde personen tussen gemeenten, 2009","Verhuisde personen van gemeente
naar gemeente","2010-07-19T02:00:00"
"80225ned","Verhuisde personen tussen gemeenten, 2008","Verhuisde personen van gemeente
naar gemeente","2009-11-30T02:00:00"
"71766NED","Verhuisde personen tussen gemeenten, 2007","Verhuisde personen van gemeente 
naar gemeente","2008-07-22T13:01:00"
"71449NED","Verhuizing; van personen, tussen gemeenten, 2006","Verhuizingen tussen gemeenten; gevestigd in en vertrokken uit
gemeente, regio","2007-08-01T11:34:00"
"60048ned","Verhuisde personen; binnen gemeenten, tussen gemeenten, regio","Binnen - en tussen gemeenten verhuisde personen naar 
gezinssituatie, geslacht, leeftijd per regio","2016-06-20T02:00:00"
"70748ned","Bevolking; ontwikkeling in gemeenten met 100 000 of meer inwoners","Bevolking, huishoudens, levendgeborenen, overledenen, verhuisde personen
en bevolkingsgroei in gemeenten met 100 000 of meer inwoners","2016-07-25T02:00:00"
"37943ned","Bevolking en bevolkingsontwikkeling; per maand, kwartaal en jaar","Maandelijks verloop van de omvang van de bevolking van Nederland: 
geboorte, sterfte, migratie en verhuisde personen","2016-08-30T02:00:00"
"70751ned","Bevolkingsontwikkeling; herkomstgroepering en generatie","Bevolkingontwikkeling door geboorte, sterfte en migratie 
naar herkomstgroepering en generatie","2015-09-10T02:00:00"
"70703ned","Bevolkingsontwikkeling; levendgeborenen, overledenen en migratie, per dag","Bevolkingsontwikkeling per dag; geboorte, sterfte, huwelijken,
partnerschappen, echtscheidingen, migratie en nationaliteitswijzigingen","2014-11-12T02:00:00"
"37259ned","Bevolkingsontwikkeling; levendgeborenen, overledenen en migratie per regio","Levendgeborenen, overledenen, migratie en bevolkingsgroei
naar geslacht en regio,","2016-08-30T02:00:00"
"37230ned","Bevolkingsontwikkeling; regio per maand","Bevolkingsontwikkeling: geboorte, sterfte, 
migratie en verhuisde personen per regio","2016-08-30T02:00:00"
"82681NED","Prognose allochtonen kerncijfers; herkomstgroepering, generatie, 2014-2060","Prognose; bevolkingsomvang, levendgeborenen, overledenen en migratie
van allochtonen, naar herkomstgroepering en generatie","2014-12-18T09:30:00"
"82682NED","Prognose intervallen van de bevolking; leeftijdsgroep, 2015-2060","Bevolkingsomvang
Prognose-intervallen en leeftijdsgroepen","2014-12-18T09:30:00"
"82683NED","Prognose bevolking kerncijfers, 2014-2060","Bevolkingsomvang, levendgeborenen, overledenen en migratie
Prognose-intervallen","2014-12-18T09:30:00"
"82685NED","Prognose bevolking; geslacht, leeftijd, herkomst en generatie, 2015-2060","Prognose; bevolkingsomvang (op 1 januari)
Leeftijd, geslacht, herkomstgroepering en generatie","2014-12-18T09:30:00"
"82686NED","Prognose intervallen levendgeborenen, overledenen en migratie, 2014-2059","Prognose; levendgeborenen, overledenen en migratie
Prognose-intervallen","2014-12-18T09:30:00"
"82687NED","Kerncijfers geboorte; waarneming en prognose, geboortegeneratie","Prognose; gemiddeld kindertal en kinderloze vrouwen
Geboortegeneratie","2014-12-18T09:30:00"
"82688NED","Prognose levendgeborenen en gemiddeld kindertal; herkomst moeder 2014-2059","Prognose; levendgeborenen en gemiddeld kindertal
Herkomstgroepering","2014-12-18T09:30:00"
"82689NED","Prognose levendgeborenen, vruchtbaarheidscijfers; leeftijd moeder 2014-2059","Levendgeborenen en vruchtbaarheidscijfers
Prognose; rangnummer en leeftijd moeder","2014-12-18T09:30:00"
"82690NED","Prognose periode-levensverwachting; geslacht en leeftijd, 2014-2060","Prognose; sterftekans, overledenen, levenden en periode-levensverwachting
Geslacht en leeftijd","2014-12-18T09:30:00"
"82691NED","Prognose immigratie en emigratie; herkomstgroepering, 2014-2059","Prognose; immigratie, emigratie en migratiesaldo
Herkomstgroepering en geslacht","2014-12-18T09:30:00"
"82692NED","Prognose immigratie en emigratie; leeftijd, 2014-2059","Prognose; immigratie, emigratie en migratiesaldo
Leeftijd en geslacht","2014-12-18T09:30:00"
"82815NED","Prognose overledenen; leeftijd, 2014-2059","Prognose; overledenen
Leeftijd en geslacht","2014-12-18T09:30:00"
"82693NED","Vruchtbaarheid; waarneming en prognose, leeftijd en geboortegeneratie","Vruchtbaarheidscijfers, waarneming en prognose
Rangnummer, leeftijd moeder en geboortegeneratie 1935-2020","2014-12-18T09:30:00"
"83226NED","Prognose huishoudens op 1 januari; kerncijfers 2016-2060","Huishoudensprognose; Personen in huishoudens, particuliere huishoudens 
naar samenstelling, grootte, kindertal en leeftijd jongste kind","2016-01-29T05:30:00"
"83227NED","Prognose personen in huishoudens; leeftijd, burgerlijke staat, 2016-2060","Huishoudensprognose; Kind, alleenstaand, samenwonend, ouder, overig lid,
in institutionele huishouden, naar geslacht, leeftijd, burgerlijke staat","2015-12-18T05:30:00"
"83228NED","Prognose huishoudens naar type; leeftijd, burgerlijke staat, 2016-2060","Huishoudensprognose; Particuliere huishoudens, eenpersoonshuishoudens,
meerpersoonshuishoudens, naar leeftijd en burgerlijke staat","2015-12-18T05:30:00"
"83229NED","Prognose particuliere huishoudens naar grootte; leeftijd, 2016-2060","Huishoudensprognose; particuliere huishoudens naar grootte, 
leeftijd en geslacht","2016-01-29T05:30:00"
"83230NED","Prognose paren en eenouders naar kindertal, 2016-2060","Huishoudensprognose; Paren en eenouders naar kindertal, 
leeftijd referentiepersoon","2016-01-29T05:30:00"
"83231NED","Prognose huishoudens; leeftijd jongste thuiswonende kind, 2016-2060","Huishoudensprognose; Huishoudens naar leeftijd van het jongste 
thuiswonende kind, leeftijd referentiepersoon","2016-01-29T05:30:00"
"83232NED","Prognose intervallen personen in huishoudens; 2016-2060","Huishoudensprognose; Prognose-intervallen personen in particuliere
huishoudens en gemiddelde huishoudensgrootte","2016-01-29T05:30:00"
"83224NED","Prognose bevolking kerncijfers, 2015-2060","Kernprognose; Bevolkingsomvang, demografische druk, geboorte, 
vruchtbaarheidscijfers, sterfte, levensverwachting en migratie","2016-01-29T05:30:00"
"83225NED","Prognose bevolking; geslacht en leeftijd, 2016-2060","Kernprognose; Bevolkingsomvang 
naar leeftijd en geslacht","2015-12-18T05:30:00"
"83290NED","Prognose periode-levensverwachting; geslacht en leeftijd, 2015-2060","Kernprognose; prognose van sterftekans, overledenen, levenden en
periode-levensverwachting naar geslacht en leeftijd","2015-12-18T05:30:00"
"83492NED","Regionale prognose 2015-2040; bevolkingsontwikkeling, regio-indeling 2015","Regionale prognose: bevolkingsontwikkeling door geboorte, sterfte en
migratie en woningbouwveronderstellingen, regionale indeling 2015","2016-09-12T02:00:00"
"83491NED","Regionale prognose 2017-2040; bevolking, intervallen, regio-indeling 2015","Regionale prognose: Intervallen van de bevolking, naar leeftijd,
regionale indeling 2015","2016-09-12T02:00:00"
"83489NED","Regionale prognose 2017-2040; bevolking, regio-indeling 2015","Regionale prognose: bevolking naar leeftijd en geslacht, 
regionale indeling 2015","2016-09-12T02:00:00"
"83490NED","Regionale prognose 2017-2040; huishoudens, intervallen, regio-indeling 2015","Regionale prognose: particuliere huishoudens, eenpersoonshuishoudens,
paren, eenouderhuishoudens en overige, regionale indeling 2015","2016-09-12T02:00:00"
"70737ned","Kerncijfers van diverse bevolkingsprognoses en waarneming","Bevolking; prognose en waarneming 
Omvang, groei, leeftijd, geboorte, vruchtbaarheid, sterfte en migratie ","2016-09-16T02:00:00"
"82245NED","Bevolking en huishoudens; viercijferige postcode, 1 januari 2013","Bevolking naar geslacht en leeftijd of herkomstgroepering
plus huishoudens, per viercijferige postcode","2014-12-24T02:00:00"
"81922NED","Bevolking en huishoudens; viercijferige postcode, 1 januari 2012","Bevolking naar geslacht en leeftijd of herkomstgroepering
plus huishoudens, per viercijferige postcode","2013-01-21T02:00:00"
"81310ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 2011","Bevolking naar geslacht en leeftijd of herkomstgroepering
plus huishoudens, per viercijferige postcode","2013-04-24T02:00:00"
"80667ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 2010","Bevolking naar geslacht en leeftijd of herkomstgroepering
plus huishoudens, per viercijferige postcode","2011-11-28T02:00:00"
"80280ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 2009","Bevolking naar geslacht en leeftijd of herkomstgroepering
plus huishoudens, per viercijferige postcode","2012-01-31T02:00:00"
"71899ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 2008","Bevolking naar geslacht en leeftijd of herkomstgroepering 
plus huishoudens, per viercijferige postcode","2011-12-08T02:00:00"
"71491ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 2007","Bevolking per 4 - cijferige postcode naar leeftijd en geslacht
Allochtonen, huishoudens en lokalisering postcode","2011-12-08T02:00:00"
"71273ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 2006","Bevolking per 4 - cijferige postcode naar leeftijd en geslacht
Allochtonen, huishoudens en lokalisering postcode","2011-12-08T02:00:00"
"71012ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 2005","Bevolking per 4 - cijferige postcode naar leeftijd en geslacht
Allochtonen, huishoudens en lokalisering postcode","2011-12-08T02:00:00"
"70819ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 2004","Bevolking per 4 - cijferige postcode naar leeftijd en geslacht
Allochtonen, huishoudens en lokalisering postcode","2011-12-05T02:00:00"
"70654ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 2003","Bevolking per 4 - cijferige postcode naar leeftijd en geslacht
Allochtonen, huishoudens en lokalisering postcode","2011-12-05T02:00:00"
"70005ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 2002","Bevolking per 4 - cijferige postcode naar leeftijd en geslacht
Allochtonen, huishoudens en lokalisering postcode","2011-12-05T02:00:00"
"37680","Bevolking en huishoudens; viercijferige postcode, 1 januari 2001","Bevolking per 4 - cijferig postcode
Leeftijd en geslacht, allochtonen, huishoudens en lokalisering postcode","2011-12-05T02:00:00"
"37724ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 2000","Bevolking per 4 - cijferig postcode
Leeftijd en geslacht, allochtonen, huishoudens en lokalisering postcode","2011-12-05T02:00:00"
"37339ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 1999","Bevolking per 4 - cijferig postcode naar leeftijd en geslacht
Allochtonen, huishoudens en lokalisering postcode","2011-12-05T02:00:00"
"37602ned","Bevolking en huishoudens; viercijferige postcode, 1 januari 1998","Bevolking per 4 - cijferig postcode naar leeftijd en geslacht
Allochten, huishoudens en lokalisering postcode","2011-12-05T02:00:00"
"70787ned","Allochtonen; geslacht, leeftijd en herkomstgroepering, 1 januari","Allochtonen in Nederland op 1 januari naar
generatie, herkomstgroepering, geslacht en leeftijd","2016-05-13T02:00:00"
"70747ned","Allochtonen; 1e generatie naar verblijfsduur in Nederland, 1 januari","Eerstegeneratieallochtonen naar geslacht, herkomstgroepering,
leeftijd en verblijfsduur in Nederland ","2015-04-24T02:00:00"
"70648ned","Bevolking op 1 januari; leeftijd, geboorteland en regio","Bevolking op 1 januari naar geslacht
leeftijd, geboorteland en regio ","2015-08-12T02:00:00"
"37325","Bevolking; generatie, geslacht, leeftijd en herkomstgroepering, 1 januari","Bevolking naar herkomstgroepering, generatie, 
leeftijd, geslacht en burgerlijke staat","2016-09-15T02:00:00"
"37713","Bevolking; leeftijd, herkomstgroepering, geslacht en regio, 1 januari","Bevolking op 1 januari naar 1e en 2e generatie,
leeftijd, herkomstgroepering geslacht en regio","2016-07-08T02:00:00"
"70688ned","Bevolking; niet-westerse derde generatie, 1 januari","Niet - westerse derde generatie op 1 januari naar
aantal grootouders dat in het buitenland is geboren","2016-09-16T02:00:00"
"80270ned","Integratie; sociaal-culturele integratie van vier allochtone groepen, 2006","Identificatie met Nederland, sociale contacten, verenigingsleven
herkomst, geslacht, leeftijd, opleidingsniveau","2013-10-14T02:00:00"
"81442NED","Integratie van Afghanen, Irakezen, Iraniërs, Somaliërs, Polen en Chinezen","Oriëntatie van allochtonen op Nederland
Herkomst, geslacht, leeftijd, opleidingsniveau, inkomen","2012-12-12T02:00:00"
"03743","Bevolking; geslacht, leeftijd en nationaliteit op 1 januari","Bevolking op 1 januari naar nationaliteit, 
leeftijd en geslacht","2016-08-16T02:00:00"
"70634ned","Bevolking; geslacht, leeftijd, nationaliteit en regio, 1 januari","Bevolking op 1 januari naar geslacht,
leeftijd, nationaliteit en regio ","2016-07-11T02:00:00"
"70067ned","Huishoudens naar herkomstgroepering, 1 januari","Huishoudens naar herkomstgroepering van beide partners en 
wel of geen kinderen per 1 januari","2016-09-16T02:00:00"
"71487ned","Huishoudens;  kindertal, leeftijdsklasse kind, regio,  1 januari","Particuliere huishoudens met kinderen in Nederland op 1 januari naar
type huishouden, kindertal, leeftijd jongste en oudste kind en regio","2015-01-07T02:00:00"
"37975","Particuliere huishoudens naar samenstelling en grootte, 1 januari","Particuliere huishoudens in Nederland 
naar grootte, samenstelling en leeftijd, 1 januari ","2016-09-16T02:00:00"
"71486ned","Huishoudens; samenstelling, grootte, regio, 1 januari","Particuliere huishoudens op 1 januari naar samenstelling, grootte,
leeftijd van de referentiepersoon en regio","2016-08-23T02:00:00"
"70133ned","Huishoudens; typering naar grootte, 1 januari","Particuliere huishoudens in Nederland naar type en 
grootte, 1 januari","2015-10-27T02:00:00"
"71488ned","Huishoudens; personen naar geslacht, leeftijd en regio, 1 januari","Personen in particuliere en institutionele huishoudens naar
geslacht, leeftijd en regio, 1 januari","2015-12-11T02:00:00"
"81485ned","Kinderen naar aanwezigheid ouders; leeftijd, herkomstgroepering","Kinderen naar aanwezigheid ouders
naar leeftijd, geslacht, herkomstgroepering en landsdeel","2015-10-19T02:00:00"
"83246NED","Personen; afstand tot ouder, persoonskenmerken, regio 2014","woonafstand persoon tot ouders, huishoudenspositie, herkomstgroepering
huishoudens, herkomst, leeftijd","2016-04-28T02:00:00"
"37620","Personen in huishoudens naar leeftijd en geslacht, 1 januari","Personen in particuliere en institutionele huishoudens naar 
huishoudenspositie, geslacht en leeftijd, 1 januari ","2016-06-30T02:00:00"
"37973","Personen; positie in het huishouden, herkomstgroepering, per 1 januari","Bevolking in huishoudens naar plaats in het huishouden, geslacht, 
leeftijd, herkomstgroepering en generatie, 1 januari","2015-12-02T02:00:00"
"82887NED","Personen in institutionele huishoudens; geslacht en leeftijd, 1 januari","Personen in institutionele huishoudens op 1 januari naar burgerlijke 
staat, soort instelling, geslacht en leeftijd","2015-12-07T02:00:00"
"82218NED","Bevolking op de eerste van de maand; geslacht vanaf 1950","Bevolking naar geslacht op de eerste dag van de
maand","2016-08-30T02:00:00"
"71090ned","Bevolking per maand; leeftijd, geslacht, herkomst, generatie","Bevolking per de eerste van de maand naar 
herkomstgroepering, generatie, leeftijd en geslacht","2016-08-30T02:00:00"
"7461bev","Bevolking; geslacht, leeftijd en burgerlijke staat, 1 januari","Bevolking van Nederland naar geslacht, leeftijd en
burgerlijke staat, 1 januari","2016-06-20T02:00:00"
"03759ned","Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari","Bevolking op 1 januari naar 
geslacht, leeftijd, burgerlijke staat en regio","2016-09-16T02:00:00"
"80799ned","Daklozen; persoonskenmerken(leeftijd, herkomst en verblijfplaats)","Daklozen 
geslacht, leeftijd, verblijfplaats, herkomst","2016-03-03T05:30:00"
"70233ned","Gemiddelde bevolking; geslacht, burgerlijke staat, leeftijd en regio","Gemiddelde bevolking van Nederland 
leeftijd, geslacht, burgerlijke staat en regio","2016-05-19T02:00:00"
"37296ned","Bevolking; kerncijfers","Bevolking naar geslacht, burgerlijke staat, leeftijd of 
herkomstgroepering, huishoudens en bevolkingsgroei","2016-07-06T02:00:00"
"37556","Bevolking, huishoudens en bevolkingsontwikkeling; vanaf 1899","Bevolking, huishoudens, geboorte, sterfte, verhuisde personen, 
huwelijkssluiting en huwelijksontbinding in Nederland ","2016-07-05T02:00:00"
"81573NED","Sociale Monitor, welvaart en welzijn in de Nederlandse samenleving","Negen kerndimensies kwaliteit van leven volgens het Stiglitz-rapport
Demografie, economie, opleiding, gezondheid, veiligheid, milieu","2016-08-30T02:00:00"
"81802NED","Bouwnijverheid; omzetontwikkeling naar bedrijfsomvang, index 2010 = 100","Omzetontwikkelingen bouwnijverheid SBI 2008 (Burgerlijke- en utiliteits-
bouw, grond-, water-, en wegenbouw), bedrijfsomvang, index 2010 = 100 ","2016-08-16T02:00:00"
"82574NED","Bouwnijverheid; toegevoegde waarde in basisprijzen, volume-index 2010 = 100","Procentuele volumemutatie bouwnijverheid t.o.v. zelfde periode
voorgaand jaar, volume-indexcijfers 2010 = 100","2016-09-16T02:00:00"
"81808NED","Bouwnijverheid; omzetontwikkeling, index 2010 = 100","Bouwnijverheid. Omzet: indexcijfers 2010 = 100, ontwikkeling.
Naar activiteit en omvang (alle bedrijven, 10 en meer werkzame personen)","2016-09-16T02:00:00"
"60006","Bouwnijverheid; productieve uren in de burgerlijke en utiliteitsbouw","Productieve uren in de bouwnijverheid.
Nieuwbouw Burgerlijke en Utiliteitsbouw (B&U).","2016-07-18T02:00:00"
"70979ned","Prijsindexcijfers van de productie van gebouwen, prijspeil 2000","Prijsindexcijfers van de productie: totale productie bouwnijverheid, 
nieuwbouw en overige bouw van woningen, markt- en budgetsector.","2016-07-27T02:00:00"
"7076geb","Bouw; bouwkosten niet-nieuwbouw en nieuwbouw, naar bouwfase","Kosten van totaal gebouwen, niet nieuwbouw en nieuwbouw naar soort.
Per bouwfase naar opdrachtgever, provincie, vanaf 2000 naar soort gebouw.","2016-08-30T02:00:00"
"81816NED","Bouwsom van nieuwe opdrachten ontvangen door architecten; index 2010 = 100","Bouwsom ontvangen opdrachten. Indexcijfers 2010 = 100, ontwikkeling.
Naar woningen en utiliteitsgebouwen, nieuwbouw en niet nieuwbouw.","2016-08-25T02:00:00"
"82261NED","Grond-, weg- en waterbouw (GWW); inputprijsindex 2010 = 100","Prijsindex van Wegen, Spoorwegen, Bruggen en tunnels, Waterbouwkundige 
werken, Elektrische installatie en totaal GWW, mutaties tov 1 jaar terug","2016-08-30T02:00:00"
"81139ned","Grond-, weg- en waterbouw (GWW); inputprijsindex 2000 = 100, vanaf 1979","Prijsindex van Wegen, Spoorwegen, Bruggen en tunnels, Waterbouwkundige 
werken, Elektrische installatie en totaal GWW, mutaties tov 1 jaar terug","2016-08-30T02:00:00"
"81911NED","Nieuwbouwwoningen; inputprijsindex bouwkosten 2010 = 100","Bouwkosten totaal, looncomponent en materiaalcomponent
Inputprijsindexcijfers en ontwikkeling t.o.v. een jaar eerder","2016-08-30T02:00:00"
"80444ned","Nieuwbouwwoningen; inputprijsindex bouwkosten 2000 = 100, vanaf 1990","Bouwkosten totaal, looncomponent en materiaalcomponent
Inputprijsindexcijfers en ontwikkeling t.o.v. een jaar eerder","2016-08-30T02:00:00"
"82039NED","Nieuwbouwwoningen; outputprijsindex bouwkosten, 2010 = 100","Outputprijsindexcijfers bouwkosten en ontwikkeling t.o.v. een jaar eerder
Inclusief of exclusief B.T.W.","2016-07-08T02:00:00"
"80334ned","Nieuwbouwwoningen; outputprijsindex bouwkosten 2000 = 100, vanaf 1914","Bouwkosten nieuwbouwwoningen incl. algemene kosten en 'winst en risico'
Prijsindexcijfers en mutaties, in- en exclusief BTW","2016-07-08T02:00:00"
"70769ned","Bouwvergunningen; bouwkosten en inhoud woningen","Gemiddelde bouwkosten, inhoud en gemiddelde bouwkosten per m3
Huur- en koopwoningen per 12-maandsperiode","2016-09-14T02:00:00"
"70171ned","Bouwvergunningen; huur- en koopwoningen, bouwkosten, inhoud, projectgrootte","Gemiddelde bouwkosten, inhoud en bouwkosten per m3 en projectgrootte. 
Naar huur - en koopwoningen per provincie.","2016-09-01T02:00:00"
"70940ned","Bouwvergunningen; waarde en aantal naar soort gebouw per COROP-gebied","Bouwsom en aantal bouwvergunningen woningbouw en utiliteitsbouw.
Nieuwbouw en overige werkzaamheden naar gebouwsoort en gebouwbestemming.","2016-02-29T02:00:00"
"70768ned","Bouwvergunningen naar opdrachtgever","Bouwsom en aantal bouwvergunningen woningbouw en utiliteitsbouw
Nieuwbouw en overige werkzaamheden naar gebouwbestemming en opdrachtgever","2016-09-14T02:00:00"
"70767ned","Bouwvergunningen naar provincie","Bouwsom en aantal bouwvergunningen woningbouw en utiliteitsbouw
Nieuwbouw en overige werkzaamheden naar gebouwbestemming","2016-09-14T02:00:00"
"70847ned","Bouwvergunningen; nieuwbouw naar soort gebouw","Bouwsom, inhoud, oppervlakte en aantal vergunningen naar woongebouwen, 
bedrijfsgebouwen, marktsector en budgetsector","2016-09-14T02:00:00"
"82001NED","Nieuwbouwwoningen; afgegeven vergunningen naar opdrachtgever, eigendomsvorm","Afgegeven bouwvergunningen nieuwbouwwoningen
Opdrachtgever; eigendom; regio (provincie,stadsgewesten,COROP,gemeenten)","2016-09-14T02:00:00"
"82213NED","Gereedgemelde woningen; doorlooptijd, projectgrootte, regio","Gereedgemelde woningen
doorlooptijd, projectgrootte, regio","2016-06-07T02:00:00"
"82235NED","Voorraad woningen; standen en mutaties; vanaf 1921","Voorraad woningen, begin- en eindstand, nieuwbouw, sloop, correcties,
overige toevoegingen en overige onttrekkingen","2016-06-30T02:00:00"
"81955NED","Voorraad woningen en niet-woningen; mutaties, gebruiksfunctie, regio","Voorraad, nieuwbouw, sloop, overige toevoegingen en onttrekkingen, 
Woningen, niet-woningen, gebruiksfunctie, gemeenten, regio","2016-08-24T02:00:00"
"81776NED","Woningen met energielabels; eigendom woning, bouwjaar en regio","Energielabels van huur- en koopwoningen naar regio
energielabels, huurwoningen, koopwoningen","2014-09-26T02:00:00"
"82550NED","Voorraad woningen; woningtype, bouwjaar, oppervlakte, regio","Woningvoorraad naar woningtype
bouwjaar, oppervlakte, regio","2016-06-16T02:00:00"
"81884NED","Bestaande koopwoningen; verkoopprijzen prijsindex 2010 = 100","Prijsindex, aantal verkopen, ontwikkelingen en gemiddelde verkoopprijzen
van bestaande koopwoningen in Nederland.","2016-08-22T09:30:00"
"81885NED","Bestaande koopwoningen; regio; verkoopprijzen prijsindex 2010 = 100","Prijsindex, aantal verkopen, ontwikkelingen en gemiddelde verkoopprijzen
van bestaande koopwoningen naar regio.","2016-07-21T09:30:00"
"81886NED","Bestaande koopwoningen; woningtype; verkoopprijzen prijsindex 2010 = 100","Prijsindex, aantal verkopen, ontwikkelingen en gemiddelde verkoopprijzen
van bestaande koopwoningen naar type woning.","2016-07-21T09:30:00"
"82534NED","Bestaande woningen in verkoop; vraagprijs, aanbodtijd, oppervlakte, regio","Aanbod bestaande woningen, ontwikkeling, aanbodtijd, vraagprijs
woningtype","2016-07-18T02:00:00"
"82452NED","Bestaande woningen in verkoop; kerncijfers, regio","Aanbod bestaande woningen, aanbodtijd, vraagprijs
woningtype, regio","2016-09-15T02:00:00"
"81702NED","Financieel risico hypotheekschuld; eigenwoningbezitters","hypotheekschuld, woningwaarde en inkomen
kenmerken van het huishouden","2015-10-29T06:30:00"
"37610","Waarde onroerende zaken van woningen en niet-woningen","Waarde onroerende zaken van woningen en niet-woningen.
Naar Landsdeel, Provincie, COROP, Gemeente. ","2016-08-11T02:00:00"
"60043ned","Bewoonde woningen; huishoudens","Woningen met één - of meerpersoonshuishoudens en personen per 
huishouden/woning.","2013-03-15T09:30:00"
"81870NED","Bewoonde woningen; leeftijd bewoners, WOZ-waarde, regio, 1 januari","Particuliere huishoudens naar leeftijdsklassen en herkomst
Naar landsdelen, provincies en COROP-gebieden","2016-09-05T02:00:00"
"81953NED","Bewoonde woningen; inkomen bewoners, WOZ-waarde, regio, 1 januari","Particuliere huishoudens naar bruto inkomen en naar herkomst
Naar landsdelen, provincies en COROP-gebieden","2016-09-08T02:00:00"
"82019NED","Doorstroming woningmarkt; startende en doorstromende huishoudens","Woningmarkt; startende en doorstromende huishoudens
Eigendomsvorm, huishoudenssamenstelling, leeftijdklasse, inkomensklasse","2013-07-16T02:00:00"
"7410wbo","Hoofdbewoner; samenstelling huishoudens","Totaal aantal huishoudens: eigenaar - huurder, wijze van huisvesting en 
aard van de woning naar samenstelling huishouden en regio.","2010-03-29T02:00:00"
"82324NED","Woonlasten van huishoudens; kenmerken huishouden, woning","woonuitgaven, hypotheek, huur, woonquote, scheefhuur
eigenaar, huurder, kenmerken particuliere huishoudens, kenmerken woningen","2016-05-13T02:00:00"
"83368NED","Woonlasten van huishoudens; kenmerken woning, regio","woonlasten, hypotheek, huur, woonquote, scheefhuur
eigenaar of huurder, kenmerken woning, regio, perioden","2016-05-13T02:00:00"
"70675ned","Consumentenprijzen; huurverhoging woningen vanaf 1959","De gemiddelde verhoging woninghuur in Nederland vanaf 1959.
 ","2016-09-08T06:30:00"
"83162NED","Huurverhoging woningen; regio","Huurverhoging naar regio
Huurverhoging in- en exclusief huurharmonisatie","2016-09-08T06:30:00"
"83163NED","Huurverhoging woningen; soort verhuur","De gemiddelde verhoging van de woninghuur naar soort verhuurder;
Geliberaliseerde, sociale en overige verhuur","2016-09-08T06:30:00"
"82824NED","Kwartaaluitkomsten beleggingen van institutionele beleggers","Totale beleggingen en procentuele verdeling naar type belegging 
Pensioenfondsen, verzekerings - en beleggingsinstellingen.","2016-07-05T02:00:00"
"82929NED","Institutionele beleggers; lang- en kortlopende beleggingen","Beleggingen naar type belegging. 
Pensioenfondsen, verzekeringsinstellingen en beleggingsfondsen.","2016-07-05T02:00:00"
"82825NED","Institutionele beleggers; beleggingen buitenland","Beleggingen in het buitenland naar type belegging. 
Pensioenfondsen, verzekerings - en beleggingsinstellingen.","2016-07-05T02:00:00"
"83112NED","Institutionele beleggers; beleggingen excl. aandelen in beleggingsfondsen","Beleggingen van institutionele beleggers. 
Institutionele beleggers; aandelen in Nederlnadse beleggingsfondsen.","2016-07-05T02:00:00"
"82826NED","Institutionele beleggers; direct vastgoed, veranderingen","Pensioenfondsen, verzekeraars en beleggingsinstellingen. 
Aankoop en verkoop vastgoedbeleggingen, overige veranderingen.","2016-06-30T02:00:00"
"82827NED","Institutionele beleggers; vastgoedbeleggingen","Pensioenfondsen, verzekeraars en beleggingsinstellingen. 
Directe vastgoedbeleggingen naar type, indirecte vastgoedbeleggingen.","2016-06-30T02:00:00"
"82921NED","Institutionele beleggers; balans","Balansposten naar geldgever en geldnemer. 
pensioenfondsen, verzekerings - en beleggingsinstellingen.","2016-07-05T02:00:00"
"83113NED","Pensioenfondsen; beleggingen voor en na consolidatie beleggingsfondsen","Beleggingen voor en na consolidatie. 
Schuldbewijzen; aandelen en overige deelnemingen.","2016-06-30T02:00:00"
"70838ned","Kredietinstellingen; balans, rechtsvorm, moederbedrijf en grootteklasse","Aantal kredietinstellingen naar rechtsvorm, grootteklasse 
en vestiging moederbedrijf, enkele balansgegevens.","2016-06-30T02:00:00"
"70839ned","DNB en Kredietinstellingen; structuurgegevens en resultatenrekening","Demografie, werkgelegenheid, gelduitgifteautomaten, baten, lasten, 
productiewaarde, bruto - investeringen, aankopen goederen en diensten.","2016-06-30T02:00:00"
